<<<<<<< HEAD
0,25,88,152,220,384,490,542,646,741,917,1009,1058,1284,1337,1437,1492,1590,1670,1892,1894,2034,2250,2360,2413,2553,2699,2759,2832,2990,3138,3164,3293,3447,3489,3643,3742,3860,3887,4144,4396,4397,4506,4526,4733,4764,4799,4946,5238,5429
25,48,93,181,261,423,525,578,648,775,937,1056,1150,1302,1404,1465,1572,1667,1737,1894,1957,2133,2287,2380,2479,2618,2750,2832,2906,3069,3141,3231,3378,3489,3575,3720,3801,3873,3985,4183,4397,4426,4526,4572,4734,4799,4821,5031,5266,5440
45,53,143,209,325,483,527,641,687,847,999,1102,1172,1335,1418,1467,1630,1679,1776,1900,1965,2180,2306,2407,2496,2664,2786,2883,2973,3129,3213,3316,3447,3524,3657,3755,3873,3960,4068,4208,4410,4497,4566,4618,4761,4815,4915,5128,5288,5451
48,66,158,218,423,497,586,687,745,875,1075,1172,1255,1336,1460,1531,1669,1775,1853,1947,2050,2256,2372,2490,2552,2689,2819,2948,3020,3130,3308,3401,3503,3622,3746,3799,3885,3982,4120,4243,4467,4563,4572,4693,4804,4841,5005,5155,5354,5507
62,136,175,297,477,506,591,692,772,965,1130,1195,1292,1337,1463,1591,1734,1796,1886,2025,2146,2328,2469,2552,2641,2695,2849,2990,3034,3163,3333,3452,3544,3669,3775,3833,3976,4033,4142,4296,4504,4569,4636,4705,4814,4912,5051,5230,5447,5529
64,175,220,374,506,589,650,708,810,974,1148,1248,1311,1403,1540,1656,1737,1862,1898,2075,2235,2370,2480,2609,2682,2775,2880,3005,3115,3228,3425,3544,3608,3731,3777,3891,4002,4112,4208,4390,4506,4586,4692,4803,4889,4960,5136,5272,5517,5595
90,197,257,376,519,618,708,731,874,995,1195,1309,1386,1489,1595,1721,1808,1880,1956,2093,2312,2441,2539,2616,2764,2835,2926,3044,3119,3258,3432,3553,3702,3768,3795,3959,4063,4208,4292,4428,4512,4651,4739,4863,4954,5036,5189,5302,5595,5690
125,248,291,409,536,653,711,803,919,1042,1234,1386,1475,1569,1675,1808,1860,1954,2050,2179,2339,2490,2616,2697,2833,2882,3006,3082,3193,3289,3437,3563,3746,3774,3889,4043,4102,4216,4352,4505,4604,4688,4809,4935,5029,5126,5277,5312,5605,5716
176,275,366,490,544,706,748,888,1015,1135,1305,1411,1569,1665,1731,1809,1903,2050,2146,2243,2429,2512,2658,2739,2865,2912,3078,3148,3249,3322,3473,3574,3755,3869,3967,4062,4139,4253,4444,4598,4662,4774,4865,5015,5126,5209,5312,5367,5621,5765
197,333,386,515,550,739,783,889,1101,1195,1313,1426,1578,1674,1794,1854,1970,2121,2173,2322,2473,2552,2662,2789,2876,3006,3105,3161,3313,3363,3555,3654,3767,3913,3991,4139,4212,4351,4485,4608,4741,4813,4949,5072,5133,5214,5338,5433,5659,5779
201,344,452,550,561,783,878,979,1178,1264,1408,1480,1637,1692,1837,1935,2063,2122,2234,2418,2551,2606,2725,2816,2930,3049,3161,3224,3363,3416,3597,3685,3780,3940,4018,4174,4295,4361,4549,4642,4798,4870,4968,5133,5172,5227,5426,5524,5699,5869
297,431,512,555,642,786,888,1009,1264,1357,1478,1552,1651,1790,1907,2019,2105,2201,2307,2448,2606,2680,2775,2900,3006,3091,3173,3301,3396,3510,3616,3730,3805,3959,4074,4209,4313,4445,4623,4658,4843,4932,5035,5140,5189,5316,5510,5550,5721,5916
365,450,551,590,724,802,917,1085,1298,1439,1547,1609,1749,1817,1948,2062,2163,2205,2385,2461,2655,2715,2787,2963,3041,3109,3259,3352,3454,3536,3651,3790,3806,3966,4158,4259,4369,4531,4645,4660,4860,4949,5063,5172,5265,5412,5530,5649,5800,5927
405,478,585,649,727,831,960,1133,1387,1522,1607,1674,1758,1865,2010,2142,2205,2294,2445,2480,2702,2787,2844,3041,3059,3150,3261,3364,3481,3550,3656,3794,3884,4039,4246,4319,4435,4545,4660,4708,4882,5005,5094,5237,5323,5439,5549,5728,5816,5930
428,497,646,710,757,842,986,1228,1465,1584,1653,1729,1856,1959,2061,2179,2271,2365,2480,2574,2714,2835,2914,3059,3064,3165,3329,3379,3509,3648,3688,3798,3969,4046,4316,4343,4487,4579,4679,4773,4930,5089,5171,5263,5403,5509,5581,5804,5875,5969
491,552,678,727,813,903,1030,1312,1505,1650,1700,1828,1909,2003,2159,2262,2321,2441,2571,2649,2770,2858,2979,3060,3152,3217,3378,3460,3537,3660,3748,3838,3999,4144,4343,4425,4531,4678,4717,4784,4944,5103,5180,5338,5435,5513,5636,5817,5915,5984
495,553,714,775,876,989,1100,1313,1575,1689,1762,1854,1957,2076,2203,2264,2378,2538,2626,2738,2812,2878,3028,3103,3217,3312,3391,3532,3630,3713,3769,3880,4077,4153,4362,4502,4557,4705,4755,4802,5015,5107,5185,5359,5462,5526,5734,5883,5920,6061
496,581,775,821,922,1066,1195,1347,1654,1744,1827,1926,2043,2135,2231,2338,2450,2585,2724,2778,2858,2974,3101,3189,3269,3348,3470,3548,3691,3768,3840,3969,4153,4250,4456,4551,4608,4745,4784,4895,5090,5182,5208,5404,5469,5567,5792,5920,5975,6087
579,643,801,920,991,1067,1279,1442,1721,1817,1926,2006,2110,2203,2288,2374,2536,2680,2728,2816,2934,3067,3181,3254,3310,3438,3475,3578,3763,3815,3929,4005,4165,4275,4504,4565,4669,4763,4859,4956,5107,5208,5291,5454,5489,5630,5826,5927,5982,6092
