2,47,68,224,296,381,438,499,578,603,712,789,812,880,980,1031,1148,1200,1222,1336,1390,1492,1627,1672,1817,1912,2037,2157,2321,2409,2449,2547,2672,2748,2842,2978,3044,3151,3268,3314,3377,3459,3583,3661,3747,3794,3903,3963,4047,4167
29,68,70,253,299,393,458,501,601,674,766,801,848,917,987,1064,1160,1222,1274,1381,1475,1577,1662,1762,1890,2009,2132,2222,2374,2414,2514,2590,2682,2806,2929,3033,3100,3228,3314,3377,3451,3553,3618,3714,3773,3824,3913,3967,4138,4197
30,70,77,299,317,398,491,551,612,723,782,803,866,940,1061,1125,1222,1247,1341,1396,1540,1610,1716,1841,1946,2077,2202,2310,2397,2501,2528,2677,2778,2895,2986,3098,3189,3259,3324,3412,3546,3558,3683,3739,3813,3899,3967,4052,4146,4269
37,76,166,317,398,410,493,567,682,771,798,834,940,976,1115,1149,1241,1275,1396,1489,1610,1703,1799,1915,2041,2146,2277,2397,2470,2517,2626,2749,2845,2930,3017,3155,3213,3316,3386,3484,3556,3629,3704,3801,3892,3910,4049,4146,4217,4273
54,145,219,320,402,466,531,622,765,776,805,894,959,1064,1124,1227,1267,1371,1455,1512,1668,1754,1892,2007,2137,2220,2292,2457,2510,2601,2719,2800,2930,3014,3102,3213,3279,3381,3457,3550,3594,3665,3764,3846,3910,4003,4133,4152,4273,4285
60,146,224,326,464,493,552,631,770,789,868,945,1053,1124,1200,1267,1348,1414,1504,1602,1717,1852,1979,2088,2213,2249,2385,2464,2543,2628,2795,2835,2997,3102,3196,3251,3344,3414,3513,3573,3604,3692,3769,3910,3981,4047,4142,4177,4275,4311
102,200,312,388,465,517,631,719,771,825,909,1030,1078,1183,1267,1341,1383,1462,1571,1699,1810,1932,2024,2169,2249,2331,2429,2493,2611,2689,2835,2933,3019,3120,3227,3256,3369,3448,3519,3586,3680,3769,3864,3956,4022,4142,4163,4247,4306,4326
200,284,384,417,491,561,656,761,815,909,1008,1074,1157,1187,1296,1382,1454,1554,1636,1792,1866,2024,2113,2248,2250,2424,2493,2581,2681,2783,2874,2935,3029,3171,3244,3282,3448,3495,3542,3626,3754,3824,3924,3974,4049,4144,4175,4253,4321,4381
270,346,417,467,519,616,755,807,885,983,1062,1106,1168,1221,1324,1423,1505,1597,1702,1866,1932,2028,2161,2250,2347,2444,2532,2678,2756,2842,2904,2998,3074,3192,3260,3348,3460,3540,3564,3667,3824,3889,3956,3980,4072,4145,4238,4255,4332,4435
341,417,450,498,564,668,770,885,901,1031,1106,1162,1219,1238,1373,1469,1587,1632,1705,1875,2019,2073,2227,2328,2432,2532,2619,2731,2824,2846,2926,3074,3173,3204,3348,3441,3505,3564,3659,3762,3854,3906,3978,4039,4086,4186,4249,4307,4354,4439
